,2,3,4,5,6,7,8,9
GMM,0.020707002550935272,0.029547845711157,0.02730097784419567,0.025723381988997276,0.039065608390170446,0.03441828256758689,0.03963565266529515,0.03724208480725749
Kmeans,0.014753058845408673,0.029171843379936495,0.029767900410879865,0.03682959908685408,0.02598815261430466,0.035317072693750985,0.03392584710382507,0.03369717958783537
