,2,3,4,5,6,7,8,9
GMM,0.5855238095238096,0.6087619047619047,0.6270476190476191,0.6045714285714285,0.6220952380952381,0.6205714285714286,0.6548571428571428,0.6571428571428571
Kmeans,0.5714285714285714,0.6007619047619047,0.6365714285714286,0.6232380952380953,0.6095238095238096,0.6194285714285714,0.6247619047619047,0.632
