,1,2,3,4,5,6,10
GMM,-7.245080251056337e-16,0.002386213790175693,7.238136242349387e-05,0.005640784191436592,0.00661758086036878,0.0046232738989203295,0.00566222451130264
Kmeans,-7.245080251056337e-16,0.0017729612166613804,0.003349977687188734,0.0031403418682616315,0.0029614574153590863,0.00798485124470869,0.007500197254330247
