,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.738718843460083,0.12422414578134554,0.0025026798248291016,0.0005082455031633344,0.1,"(42,)",1,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 1}",0.06723283793347487,0.06170212765957447,0.056107954545454544,0.0641025641025641,0.062142857142857146,0.060801144492131615,0.0508595988538682,0.06604450825556353,0.06474820143884892,0.06412103746397695,0.061785714285714284,0.004691052474266527,16,0.060856439183284344,0.06552819698173153,0.06289707750952986,0.06279771355986027,0.06190476190476191,0.061974289795270594,0.06275785464931767,0.06266359958753073,0.062490087232355274,0.06406596891849033,0.06279359893221326,0.0012013267695334551
1,1.739071774482727,0.5901302927380269,0.0024904727935791014,0.0006668813044234231,0.1,"(42,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 2}",0.18259023354564755,0.16170212765957448,0.16477272727272727,0.1752136752136752,0.17357142857142857,0.18168812589413447,0.167621776504298,0.19885139985642497,0.1856115107913669,0.180835734870317,0.1772142857142857,0.010512146554883889,15,0.16588543735600222,0.17394757744241462,0.17773189326556543,0.17608764687202286,0.18388888888888888,0.18465322964608794,0.18898762297683275,0.18013801856111683,0.18057097541633624,0.17071043450681891,0.1782601724932087,0.006559176578460357
2,2.8987093448638914,0.39601166812948596,0.0024996280670166017,0.000492598827445397,0.1,"(42,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 3}",0.3227176220806794,0.32695035460992905,0.3068181818181818,0.32264957264957267,0.315,0.3240343347639485,0.332378223495702,0.34816941852117733,0.339568345323741,0.33861671469740634,0.3276428571428571,0.011666822981748868,14,0.34337014379915787,0.3369340746624305,0.32600063532401524,0.3334391870435059,0.3335714285714286,0.3372480558641485,0.32918121231355124,0.34361862457364956,0.3326724821570182,0.33777354900095147,0.3353809393309857,0.005330262380807015
3,3.745248579978943,0.9714343736526939,0.002704620361328125,0.0006442049183165962,0.1,"(42,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 4}",0.4883227176220807,0.5099290780141844,0.4502840909090909,0.49715099715099714,0.48214285714285715,0.5042918454935622,0.4820916905444126,0.4443646805455851,0.49640287769784175,0.5,0.4855,0.02092384516219555,13,0.5083816636211965,0.4857823669579031,0.4732369758576874,0.5184979358526516,0.5001587301587301,0.511029995238851,0.49650904474769914,0.45498532561275484,0.4994448850118953,0.5114176974310181,0.49594446204903875,0.018593596268566475
4,5.7231467962265015,1.1345605729632,0.0029926300048828125,0.00044026957367263806,0.1,"(42,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 5}",0.6411889596602972,0.6397163120567376,0.6214488636363636,0.6424501424501424,0.6228571428571429,0.6330472103004292,0.6160458452722063,0.6094759511844939,0.6330935251798561,0.627521613832853,0.6287142857142857,0.010597503836281188,12,0.6667196313656948,0.6480540111199364,0.6416772554002541,0.654017148301048,0.6488888888888888,0.6544199333439137,0.6259917486512219,0.6072816689140953,0.6404440919904837,0.6520773866159213,0.6439571764591457,0.015878395938216026
5,6.288378143310547,1.1900236488878102,0.0032905101776123046,0.0004505219093712048,0.1,"(42,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 6}",0.7013446567586695,0.7,0.7045454545454546,0.7243589743589743,0.6864285714285714,0.6967095851216023,0.6912607449856734,0.7185929648241206,0.6870503597122302,0.7103746397694525,0.7020714285714286,0.01209577653774576,11,0.7237626122189561,0.705559968228753,0.7281607369758577,0.7353127977135598,0.7211904761904762,0.6989366767179813,0.7218343383052999,0.726501150154676,0.7026169706582077,0.7340627973358707,0.7197938524499639,0.01230434375149188
6,5.809961295127868,1.3690728719260934,0.0035911321640014647,0.00048364960942204983,0.1,"(42,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 7}",0.7409766454352441,0.7851063829787234,0.7634943181818182,0.7692307692307693,0.7364285714285714,0.7675250357653791,0.7628939828080229,0.7717157214644652,0.7510791366906475,0.7536023054755043,0.7602142857142857,0.014050004326529107,10,0.7530785731310082,0.8025416997617156,0.7704097839898348,0.7884248967926326,0.7674603174603175,0.7892398032058403,0.790701364646144,0.7796462282858729,0.7761300555114988,0.7759276879162702,0.7793560410701135,0.013343604865663706
7,5.405349087715149,1.1047134987989182,0.0031903266906738283,0.0004046935642945892,0.1,"(42,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 8}",0.8075017692852088,0.7872340425531915,0.7897727272727273,0.7905982905982906,0.7757142857142857,0.7753934191702432,0.7886819484240688,0.8090452261306532,0.7949640287769785,0.7953890489913544,0.7914285714285715,0.010629633331567447,9,0.8230714228966394,0.8124702144559174,0.8113881829733164,0.8112099079072721,0.7976984126984127,0.8038406602126646,0.8241034592192955,0.8233521059728722,0.8020618556701031,0.8116872819536949,0.8120883503960188,0.008769588244359496
8,5.398866534233093,1.8553199636173945,0.0035869836807250976,0.0009161363655367744,0.1,"(42,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 9}",0.7990092002830856,0.8226950354609929,0.8153409090909091,0.8198005698005698,0.8364285714285714,0.7782546494992847,0.7922636103151862,0.8219669777458722,0.8050359712230216,0.8249279538904899,0.8115714285714286,0.01670605884845839,8,0.8171923413045206,0.8540905480540111,0.8247299872935197,0.8359002858050175,0.8448412698412698,0.7993969211236311,0.8380672802284989,0.8239866740699612,0.8212529738302934,0.857278782112274,0.8316737063662997,0.01690461283167124
9,5.593339729309082,1.3603874076348899,0.003291201591491699,0.00045701249709791976,0.1,"(42,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'pca__n_components': 10}",0.8421797593772116,0.8404255319148937,0.8252840909090909,0.8183760683760684,0.8392857142857143,0.7882689556509299,0.8287965616045845,0.8506819813352476,0.839568345323741,0.8321325648414986,0.8305,0.016619974288800285,7,0.8712957813617224,0.8573471008737092,0.8569726810673444,0.8323277230866942,0.8474603174603175,0.809871448976353,0.8575055537924469,0.8565082890457683,0.8564631245043616,0.851569933396765,0.8497321953565482,0.01620919209052446
