,0
2,0.8314191855386326
40,0.46552853154963686
80,0.34529516002005856
170,0.20805463359932427
480,0.04739630269799689
670,0.018787411926330662
860,0.006653218728943887
990,0.002902134976117147
1150,0.0008375580885753847
1287,0.0001985694583883487
1378,4.815744497277977e-05
1453,7.581600128851256e-06
1516,4.853729540882064e-07
1617,1.0010135493679477e-29
1772,9.572679234567594e-30
