,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
11,2.091991353034973,0.3941296078181397,0.010969090461730956,0.0030906225478465168,0.1,"(50,)",80,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 80}",0.7462121212121212,0.7954545454545454,0.7832699619771863,0.7519083969465649,0.7213740458015268,0.7061068702290076,0.8053435114503816,0.7137404580152672,0.7290076335877863,0.7366412213740458,0.7489523809523809,0.033048615225415474,138,0.747141041931385,0.8703939008894537,0.8903471634208298,0.8209902666102412,0.8476512907321202,0.7532797291578502,0.8539991536182818,0.8599238256453661,0.8032162505289886,0.8349555649597968,0.8281898187494313,0.045385406934858194
12,3.0960983753204347,0.5899984296217423,0.012865352630615234,0.001370435164208898,0.1,"(50,)",170,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 170}",0.7613636363636364,0.803030303030303,0.779467680608365,0.7824427480916031,0.7404580152671756,0.7862595419847328,0.7748091603053435,0.767175572519084,0.8244274809160306,0.732824427480916,0.7752380952380953,0.025776515030553383,46,0.8106734434561627,0.818297331639136,0.882303132938188,0.8882776132035548,0.8946254760897164,0.9035124841303428,0.9234024545069827,0.9403300888700804,0.8831993228946254,0.8937790943715616,0.8838400442100351,0.03876865729068071
13,4.139983439445496,0.33462691209085327,0.02333815097808838,0.002147991249204127,0.1,"(50,)",480,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 480}",0.7613636363636364,0.7992424242424242,0.779467680608365,0.7709923664122137,0.7709923664122137,0.7633587786259542,0.7519083969465649,0.7709923664122137,0.8129770992366412,0.7595419847328244,0.7740952380952381,0.017842210071686296,53,0.9055484963998306,0.8585345192714952,0.951735817104149,0.9403300888700804,0.9123994921709692,0.8819297503173932,0.9394837071519255,0.92382564536606,0.9280575539568345,0.8920863309352518,0.913393140154399,0.027778191160438673
14,5.309306645393372,0.44751674265463565,0.029421401023864747,0.003129314932333753,0.1,"(50,)",670,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 670}",0.7651515151515151,0.7954545454545454,0.7756653992395437,0.7748091603053435,0.7557251908396947,0.7633587786259542,0.7709923664122137,0.7748091603053435,0.7977099236641222,0.7290076335877863,0.7702857142857142,0.018559971643748497,84,0.9076662431173231,0.951715374841169,0.9432684165961049,0.9559881506559458,0.9411764705882353,0.9293271265340669,0.9365213711383834,0.8933559035124842,0.90562843842573,0.9526026237833263,0.9317250119192769,0.020994209561532005
15,7.043603110313415,0.512235901596876,0.03650357723236084,0.003682221172109577,0.1,"(50,)",860,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 860}",0.7840909090909091,0.8333333333333334,0.7680608365019012,0.767175572519084,0.7480916030534351,0.7442748091603053,0.7595419847328244,0.7595419847328244,0.8282442748091603,0.7213740458015268,0.7714285714285715,0.03365838250074847,78,0.9360440491317239,0.9131723845828039,0.9602032176121931,0.9589504866694879,0.8671180702496826,0.9174777824798984,0.9631823952602624,0.9487939060516293,0.927634363097757,0.9652983495556496,0.9357875004691089,0.029243644756087636
16,8.193873023986816,0.5904959555230627,0.03780066967010498,0.002973518158092193,0.1,"(50,)",990,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 990}",0.7803030303030303,0.8143939393939394,0.7946768060836502,0.7786259541984732,0.7938931297709924,0.7633587786259542,0.7442748091603053,0.7519083969465649,0.8053435114503816,0.732824427480916,0.776,0.0257689960241937,37,0.9224904701397713,0.8784413384159254,0.9568162574089755,0.8920863309352518,0.9758781210325856,0.9669911129919594,0.9674143038510368,0.9195937367752857,0.9183241641980533,0.9652983495556496,0.9363334185304494,0.03291456848186096
17,10.498029708862305,0.9981087566619341,0.05086193084716797,0.009300500687371708,0.1,"(50,)",1150,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 1150}",0.7727272727272727,0.8068181818181818,0.7718631178707225,0.7442748091603053,0.7519083969465649,0.7404580152671756,0.7633587786259542,0.7175572519083969,0.7862595419847328,0.7519083969465649,0.7607619047619048,0.023997312228321407,111,0.9652689538331216,0.9648454044896231,0.9635901778154107,0.9547185780787135,0.9102835378755819,0.8802369868810833,0.9411764705882353,0.9606432501057978,0.9471011426153195,0.9551417689377909,0.9443006271220676,0.02646867271869235
18,0.387861967086792,0.032701755918697145,0.005883359909057617,0.0008295695656967994,0.1,"(25,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 2}",0.5795454545454546,0.5681818181818182,0.532319391634981,0.5343511450381679,0.5,0.5419847328244275,0.583969465648855,0.5648854961832062,0.49236641221374045,0.5381679389312977,0.5436190476190477,0.029577222638733566,180,0.5684032189750106,0.5595086827615418,0.5550381033022862,0.5649597968683876,0.5785019043588658,0.577655522640711,0.5687685146000846,0.5708844688954718,0.4989420228523064,0.5759627592044012,0.5618624994459067,0.02217581825899745
19,0.9611307144165039,0.15760665954903716,0.00867621898651123,0.001003011128316714,0.1,"(25,)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 40}",0.7765151515151515,0.7386363636363636,0.7414448669201521,0.7251908396946565,0.6717557251908397,0.6755725190839694,0.7290076335877863,0.7137404580152672,0.7251908396946565,0.683206106870229,0.7180952380952381,0.031311653688839675,155,0.8038966539601864,0.7323168149089369,0.7442845046570703,0.7414303851036818,0.7486246297079983,0.7029200169276344,0.7528565382987727,0.7769784172661871,0.732120186203978,0.75497249259416,0.7490400639628605,0.02571625835994758
20,1.6387178897857666,0.18258419160861242,0.00927581787109375,0.001264015014973559,0.1,"(25,)",80,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 80}",0.7462121212121212,0.7840909090909091,0.7186311787072244,0.7633587786259542,0.7290076335877863,0.7061068702290076,0.7786259541984732,0.7404580152671756,0.7480916030534351,0.7290076335877863,0.7443809523809524,0.023971923647117657,145,0.7975434138077085,0.7861075815332487,0.7781541066892464,0.8146424037240796,0.8163351671603893,0.8116800677105375,0.84934405416843,0.8146424037240796,0.8006771053745239,0.7744392721117224,0.8043565576003966,0.020993303277537814
21,2.480867385864258,0.3323032274942313,0.012364912033081054,0.0017944176693304203,0.1,"(25,)",170,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'pca__n_components': 170}",0.7878787878787878,0.7840909090909091,0.7376425855513308,0.7900763358778626,0.6908396946564885,0.7519083969465649,0.7709923664122137,0.7137404580152672,0.7748091603053435,0.7290076335877863,0.7531428571428571,0.03251502665376778,134,0.8708174502329521,0.8132147395171537,0.8331922099915327,0.837917900973339,0.807448159119763,0.8374947101142616,0.8836225137537029,0.8315700380871773,0.8286077020736352,0.8590774439272112,0.8402962867790729,0.022914163317875085
