,1,2,3,4,5,6,10
GMM,0.5422553985603839,0.5422553985603839,0.5422553985603839,0.556118368435084,0.5611836843508398,0.5499866702212743,0.566515595841109
Kmeans,0.5422553985603839,0.5422553985603839,0.5422553985603839,0.5425219941348973,0.5425219941348973,0.5566515595841109,0.5795787789922687
