,2,5,10,20,26,28,35,38,45,50,60,70,80,100,150,200
GMM,0.043576849681186275,0.16692297577337958,0.26655522229202366,0.4151781218031928,0.47941769701026393,0.4657767755223299,0.49429974040778274,0.5152598289758884,0.5040316320451023,0.5050283625560532,0.5039086673278909,0.518391643318192,0.5065031729715158,0.4930492879319554,0.4592781490043106,0.459918637501798
Kmeans,0.0067516520335460075,0.10555268380639392,0.2075857365136462,0.3179057227836274,0.36159548068505387,0.3701853344710154,0.3989813865798701,0.4025586125090448,0.405098692164924,0.40488411487783155,0.4228554301823053,0.4182200029601683,0.4263893612522064,0.42826595867282974,0.4254512816554066,0.42425760765638676
