,2,5,10,15,20,25,26,28,35,38,45
GMM,0.05933498841071142,0.16853763291949922,0.24856936886288675,0.34985807239415523,0.38589668995393767,0.42020410774008626,0.45395925334374715,0.4610745539361426,0.49808442830733296,0.48672272791416804,0.4918488924690171
Kmeans,0.004096054125600951,0.09966021053918624,0.19049882768760865,0.26470244878839505,0.30768854251753625,0.34785970049127163,0.3461885765562866,0.3664202781673543,0.3795029096586034,0.3898496310284786,0.400944296343701
