,2,5,10,20,26,28,35,38,45,50,60,70,80,100,150,200
GMM,0.070703125,0.13109375,0.1971875,0.308125,0.37671875,0.3890625,0.406875,0.447421875,0.45546875,0.46546875,0.5053125,0.54546875,0.565546875,0.579453125,0.601328125,0.673515625
Kmeans,0.057265625,0.114140625,0.18125,0.269296875,0.304296875,0.305703125,0.35953125,0.366875,0.396640625,0.40859375,0.45140625,0.4740625,0.50390625,0.53328125,0.590703125,0.65296875
