,2,5,10,20,26,28,35,38,45,50,60,70,80,100,150,200
GMM,0.043541566852013006,0.17265378508252627,0.2728582820569383,0.420250399716219,0.4731890297811695,0.45988045371998665,0.4806914112000288,0.49683635611259946,0.5092610636797932,0.5195480378289788,0.49138534028868086,0.495464021667402,0.5107470383586251,0.4952506871319863,0.49324228397774456,0.47268980866494414
Kmeans,0.006896819294396626,0.10899053025723719,0.20840711434194262,0.304929707403749,0.37629036784175807,0.391123779023647,0.40597902165085714,0.3951946454139501,0.4037027540598861,0.4065298057587158,0.4133707709423275,0.4200951295261963,0.4263884939134675,0.43681466869129076,0.42932381845720324,0.43502518077250685
