,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
261,10.39822154045105,1.781357266327779,0.006085062026977539,0.00012885253527769873,0.0001,"(50,)",28,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 28}",0.6919245819992885,0.6628652886671419,0.7211710103534452,0.7154617036506801,0.6753945480631277,0.6933571428571429,0.02243448192555439,161,0.6926445616230226,0.681168483115955,0.7387266720242879,0.7210422987685169,0.6877452729218694,0.7042654576907303,0.021956637514037924
262,12.183150243759155,0.875621022056177,0.006189203262329102,0.000412298748173781,0.0001,"(50,)",35,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 35}",0.72002845962291,0.707056307911618,0.7275972866833273,0.740873299928418,0.7155667144906743,0.7222142857142857,0.011449487941197616,82,0.7266958620073286,0.7255672681793818,0.7324761139387446,0.7472782437979654,0.7174455940064217,0.7298926163859685,0.009927645661449562
263,10.792601108551025,0.9400430159027379,0.0071792125701904295,0.0007435864204488581,0.0001,"(50,)",40,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 40}",0.6442547136250445,0.7038488952245189,0.6936808282756158,0.7104509663564782,0.695480631276901,0.6895,0.023463217484915377,170,0.653767092680311,0.7189565838842237,0.7074738815965711,0.7113153667678029,0.695504816268284,0.6974035482394385,0.023096446008238142
264,12.861115264892579,1.5522436455748176,0.007001113891601562,1.5396303179548886e-05,0.0001,"(50,)",45,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 45}",0.7242974030594095,0.7377049180327869,0.7283113173866477,0.6893342877594846,0.706599713055954,0.7172857142857143,0.017216915505733118,101,0.7290195727947091,0.7533500089333571,0.7301544780783998,0.69328930929859,0.712272565108812,0.7236171868427735,0.020022203968419795
265,14.774776840209961,0.9099571411754053,0.0077741146087646484,0.000744163991452982,0.0001,"(50,)",50,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 50}",0.736036997509783,0.7205987170349252,0.7093895037486612,0.7326413743736578,0.7363701578192252,0.727,0.010511643159225589,67,0.7397443918133881,0.7356619617652314,0.7177426555942494,0.7334463680171337,0.733143061006065,0.7319476876392136,0.007483880330718747
266,14.542704248428345,1.996115470833333,0.00738525390625,0.0004952012774797353,0.0001,"(50,)",60,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 60}",0.7210956954820349,0.7195295794725588,0.6904676901106748,0.7269148174659986,0.7385222381635581,0.7192857142857143,0.015878665305308817,95,0.7200822236124765,0.7340539574772199,0.6945262969908027,0.7373728359807246,0.7421512665001784,0.7256373161122804,0.01720480978866632
267,16.00543084144592,1.041208978263252,0.008576202392578124,0.0010170938417601743,0.0001,"(50,)",70,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 70}",0.7307008182141587,0.7234497505345688,0.7390217779364513,0.7444523979957051,0.6911764705882353,0.7257857142857143,0.018683373668592865,71,0.7359013316650281,0.7405753082008218,0.7475667470309849,0.741388541852579,0.6986264716375312,0.7328116800773891,0.017491271556775368
268,16.990983629226683,1.354914350822622,0.007986354827880859,1.262619415343625e-05,0.0001,"(50,)",80,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 80}",0.7193169690501601,0.7384176764076978,0.7300963941449482,0.7319255547602004,0.7234576757532282,0.7286428571428571,0.006673876187782664,61,0.7232996693180802,0.7479006610684296,0.7372979730333066,0.7427271104765304,0.7292186942561542,0.7360888216305003,0.008897297835137109
269,19.0416166305542,0.7600359284447639,0.009582424163818359,0.00046738036600594516,0.0001,"(50,)",100,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 100}",0.7395944503735326,0.7483962936564504,0.7197429489468047,0.7419470293486041,0.7302725968436155,0.736,0.009993080088369731,49,0.742425596568058,0.7711273896730392,0.7214036967586391,0.7447795823665894,0.7326079200856226,0.7424688370903897,0.01653863277890881
270,22.411597442626952,1.408220849859066,0.013370561599731445,0.003484867484695502,0.0001,"(50,)",150,"{'NN__alpha': 0.0001, 'NN__hidden_layer_sizes': (50,), 'km__n_clusters': 150}",0.7588046958377801,0.7444761225944405,0.7586576222777579,0.7684323550465283,0.7360114777618364,0.7532857142857143,0.011517562543005452,21,0.7576190901778532,0.7603180275147401,0.7729261541209036,0.7764590398001071,0.741526935426329,0.7617698494079865,0.012404415380730014
