,1,2,3,4,5,6,10
GMM,0.5422553985603839,0.5422553985603839,0.5451879498800319,0.5443881631564916,0.5454545454545454,0.5454545454545454,0.5497200746467609
Kmeans,0.5422553985603839,0.5422553985603839,0.5422553985603839,0.5422553985603839,0.5422553985603839,0.5574513463076513,0.5651826179685417
