,1,2,3,4,5,6,10
GMM,-7.245080251056337e-16,0.0018941989804524078,0.002912984538352193,0.0022749327017070747,0.004329368941574542,0.00417401585781463,0.007389356962594052
Kmeans,-7.245080251056337e-16,0.0017729612166613804,0.00312402603174844,0.0029320463949715123,0.002636025547037831,0.003845187765850826,0.006904613056247498
