,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
15,7.812283372879028,1.6229529591504166,0.0036900520324707033,0.0007798493201633299,0.1,"(42,)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (42,), 'rp__n_components': 16}",0.861995753715499,0.8773049645390071,0.8544034090909091,0.8397435897435898,0.8542857142857143,0.8569384835479256,0.8595988538681948,0.8585786073223259,0.8647482014388489,0.8566282420749279,0.8584285714285714,0.008954112015335683,2,0.8735202987209025,0.8848292295472597,0.8770648030495553,0.8686090822483328,0.8751587301587301,0.8893032851928265,0.8982862583306886,0.8688823669390021,0.877716098334655,0.8756739613066921,0.8789044113828645,0.008852017092919178
16,1.631959080696106,0.4685580656444219,0.0033913612365722655,0.001110610131289431,0.1,"(19,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 2}",0.12738853503184713,0.13049645390070921,0.14204545454545456,0.13176638176638178,0.11214285714285714,0.13304721030042918,0.12607449856733524,0.1457286432160804,0.12949640287769784,0.14121037463976946,0.13192857142857142,0.00912964514318694,48,0.140303487725431,0.14328832406671962,0.14382147395171538,0.1420292156240076,0.11603174603174603,0.13997778130455482,0.12551570929863534,0.13801856111683986,0.13893735130848534,0.14478274659054868,0.13727063970186837,0.00875976506035926
17,4.018030571937561,0.7778987852548019,0.003998279571533203,0.0006312414713206381,0.1,"(19,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 4}",0.3934890304317056,0.4078014184397163,0.375,0.37606837606837606,0.3871428571428571,0.36623748211731044,0.39326647564469913,0.3697056712132089,0.4158273381294964,0.3840057636887608,0.38685714285714284,0.015309992248002138,41,0.3948518312544689,0.412549642573471,0.3925508259212198,0.39314067958081933,0.38976190476190475,0.3906522774162831,0.39876229768327515,0.3765368446101372,0.39698651863600315,0.4077862353314304,0.3953579057769013,0.00940746439541345
18,4.304912805557251,0.6589125548519924,0.003294038772583008,0.0004546789803035247,0.1,"(19,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 5}",0.4826610049539986,0.4921985815602837,0.4815340909090909,0.4893162393162393,0.47714285714285715,0.4842632331902718,0.5107449856733525,0.4852835606604451,0.4741007194244604,0.47982708933717577,0.4857142857142857,0.009752519831976622,34,0.4913799952331771,0.4942017474185862,0.48856416772554,0.48936170212765956,0.4862698412698413,0.49404856372004446,0.4975404633449699,0.47862298722931707,0.4985725614591594,0.5000792895654932,0.4918641319093788,0.006155965208287331
19,5.728557300567627,1.4122906050437913,0.0033936500549316406,0.0006595166349497274,0.1,"(19,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 8}",0.6319886765746638,0.6517730496453901,0.6441761363636364,0.6153846153846154,0.6135714285714285,0.6144492131616596,0.6074498567335244,0.6202440775305097,0.639568345323741,0.6397694524495677,0.6278571428571429,0.014664641582152681,29,0.6579804560260586,0.6383637807783955,0.6418360864040661,0.6367100666878374,0.6159523809523809,0.6414854784954769,0.6471754998413202,0.6355199492345522,0.6440126883425853,0.6573897875039645,0.6416426174266638,0.011330254299200544
20,3.9149044275283815,0.8397265833769618,0.003195357322692871,0.0005976017977002158,0.1,"(19,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 10}",0.686482661004954,0.7134751773049646,0.71875,0.6994301994301995,0.7292857142857143,0.7238912732474965,0.7098853868194842,0.709978463747308,0.6877697841726619,0.7262247838616714,0.7105,0.014398568832804836,24,0.7191546834035115,0.7196981731532963,0.7325285895806861,0.7203080342966021,0.7241269841269842,0.7368671639422314,0.7219930180894955,0.7211866423415563,0.701665344964314,0.7329527434189661,0.7230481377317644,0.009358425408316787
21,4.550931167602539,0.4486451215754367,0.00270228385925293,0.000462786145069811,0.1,"(19,)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 12}",0.7735314932767162,0.7695035460992907,0.7485795454545454,0.7393162393162394,0.7592857142857142,0.7360515021459227,0.7184813753581661,0.7631012203876526,0.7640287769784173,0.7348703170028819,0.7507142857142857,0.017080973909145085,20,0.7603082545483435,0.7659253375694997,0.7658831003811944,0.7598443950460464,0.7732539682539683,0.7539279479447707,0.7658679784195493,0.7546601094629968,0.7622521808088818,0.7677608626704726,0.7629684135105724,0.005679025810668915
22,4.227405643463134,0.6515109396204993,0.002995610237121582,0.0009957910391065995,0.1,"(19,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 15}",0.778485491861288,0.7936170212765957,0.7727272727272727,0.7720797720797721,0.7721428571428571,0.7560801144492132,0.7700573065902578,0.7810480976310122,0.7820143884892087,0.7629682997118156,0.7741428571428571,0.009932133410894425,15,0.787638039246842,0.7903891977760127,0.7856575603557815,0.7795331851381391,0.7953174603174603,0.785351531502936,0.7823706759758807,0.792813516300468,0.7804916732751784,0.7807643514113543,0.7860327191300053,0.005181310051551449
23,5.236002731323242,1.1764697258594339,0.0026953458786010743,0.00045216053606421185,0.1,"(19,)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (19,), 'rp__n_components': 16}",0.7954706298655343,0.7950354609929078,0.8132102272727273,0.7898860398860399,0.7671428571428571,0.7725321888412017,0.7872492836676218,0.7939698492462312,0.7899280575539568,0.7917867435158501,0.7896428571428571,0.012040791809671122,13,0.801700166838802,0.803097696584591,0.8223475222363406,0.8127977135598603,0.7880952380952381,0.7958260593556579,0.8115677562678515,0.8062187673514714,0.7978588421887391,0.8009831906121154,0.8040492953090667,0.009213544368926652
24,1.304224419593811,0.2885497173772808,0.002201342582702637,0.00039574110866900025,0.01,"(21,)",2,"{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (21,), 'rp__n_components': 2}",0.12526539278131635,0.14184397163120568,0.13352272727272727,0.13247863247863248,0.14214285714285715,0.12446351931330472,0.14828080229226362,0.1399856424982053,0.13597122302158274,0.1419308357348703,0.13657142857142857,0.0073330897439612425,45,0.14530865178358623,0.1437648927720413,0.13707115628970776,0.13591616386154334,0.14047619047619048,0.1354546897317886,0.1493176769279594,0.13064170698818117,0.14107850911974623,0.1379638439581351,0.13969934819088797,0.00517011215455919
