,2,3,4,5,6,7,8,9
GMM,0.5422553985603839,0.5422553985603839,0.5451879498800319,0.5609170887763263,0.6046387629965343,0.5667821914156225,0.5963743001866169,0.5955745134630765
Kmeans,0.5422553985603839,0.5422553985603839,0.5427885897094108,0.5427885897094108,0.5510530525193281,0.6041055718475073,0.5590509197547321,0.5489202879232205
