,0,1,2,3,4,5,6,7,8,9
2,0.8808706073592053,0.8492656230153494,0.879981633117104,0.8985463851191842,0.8848039913441395,0.8140055750236366,0.8724299436329629,0.8977414638445571,0.8825818240187787,0.8737455165196759
4,0.7728352734415952,0.7831178661325667,0.7618617007630575,0.7720319939435952,0.6898938338908752,0.7318476162352041,0.7562587607419266,0.7684418172989916,0.757509466097785,0.7173359616132515
5,0.6426258332834355,0.7295878199354741,0.6741178769600975,0.7762065674961446,0.7328306699594438,0.6304935636004043,0.6920924300794198,0.6591589522304175,0.7280920302335094,0.7352738565730595
8,0.48271732437530845,0.5356123175467916,0.5391738902005776,0.5043548554117085,0.5008376968976065,0.5601788242065064,0.5489169967130154,0.45396407525200727,0.5823337534817203,0.5331990285668189
10,0.43409686710961176,0.4017224813719007,0.37874776513458064,0.4363383670568578,0.35798217321151043,0.37542089023718905,0.3708407529923111,0.3783893714388174,0.3570039154844721,0.35519935720452434
12,0.27394440400288256,0.35008201728357513,0.24193774563052553,0.2880426640538995,0.33488292167358824,0.1924627455601402,0.24561658380493645,0.21853706782569138,0.22401822560965343,0.25457772208075113
15,0.06997473521431816,0.1395826241464482,0.12494845142947422,0.11732227341588657,0.11704661017727772,0.07588124953584419,0.04739356163661637,0.09858340970195435,0.07358555537879394,0.053804645175323434
16,4.955412487245401e-29,0.04989785135407356,0.045705155974600405,5.4280989601049584e-30,0.034595053145797784,6.293501559713712e-29,4.5099147518397295e-29,0.09435789092757214,3.796502828814981e-30,1.0746403150331992e-29
