,2,3,4,5,6,7,8,9
GMM,0.0017729612166613804,0.003051260686077671,0.0043630077242269956,0.004986119661767464,0.020029012545856394,0.00626843629376914,0.018026209438382162,0.017561820118248396
Kmeans,0.0017729612166613804,0.003051260686077671,0.003377422315215807,0.0028887267309399087,0.006754586938004177,0.01892463224594065,0.00405532242298552,0.005524389110653171
