,0,1,2,3,4,5,6,7,8,9
2,0.8815359716583677,0.8488879805331744,0.8797401418873214,0.8989655250924322,0.8846324609898287,0.8141837151518102,0.8721584917450157,0.89776166215363,0.8820746791938882,0.8737774122011233
4,0.7731860925179133,0.7841189273307256,0.7619402918928695,0.7716730258932263,0.6895854280168261,0.7321655740754269,0.7565501633141908,0.7688555808855438,0.7574092333940745,0.7174267442413798
5,0.6430132585133768,0.7306733755745515,0.6743133696327854,0.7769850074869437,0.7334741387534492,0.6311030242661734,0.6916746868512298,0.6594040612596584,0.7283876970749141,0.7347537067008497
8,0.4822109625130186,0.535737971690157,0.5393601185327256,0.5034822397547082,0.5010233278001609,0.5615615608874341,0.5495675602560086,0.45418344569193986,0.582883437611333,0.5324205364274924
10,0.4351549980638492,0.40194273977588435,0.3795573876098903,0.4368446833193758,0.35985678135416616,0.37452232237195365,0.3705514010647728,0.37802158926561574,0.35758656362492186,0.3551178227664054
12,0.2743062703901367,0.3504488854927233,0.241806240405811,0.2874158083765652,0.3346914495436443,0.19186165848985767,0.24495954210976106,0.21789441618636182,0.22422874523227837,0.2546933406151855
15,0.07022370221848988,0.13889352549220177,0.12425937674945198,0.1168074275963527,0.11651402185724526,0.07610269324788912,0.04709925417189251,0.09832636927567581,0.07352192138950576,0.05330577153758286
16,4.9394246316796703e-29,0.049468599586494105,0.045616211594529894,5.430332974556356e-30,0.03464126811074348,6.321569898728987e-29,4.4990278283787353e-29,0.09432343581349026,3.795461457325748e-30,1.0744673555402397e-29
