,2,3,4,5,6,7,8,9,10
GMM,0.5422553985603839,0.5422553985603839,0.5542521994134897,0.552119434817382,0.5550519861370301,0.548653692348707,0.5499866702212743,0.552119434817382,0.5513196480938416
Kmeans,0.5422553985603839,0.5422553985603839,0.5427885897094108,0.5787789922687283,0.5470541189016263,0.5427885897094108,0.5614502799253532,0.5729138896294321,0.5430551852839243
