,2,3,4,5,6,7,8,9,10
GMM,0.000711971484618785,0.0005692957628922039,0.0049181662876984205,0.004138134455864064,0.006041587192382353,0.0048263072396476665,0.001589616076877792,0.0032679998487727133,0.0033393214987216526
Kmeans,0.0010680165452614445,0.0010152528503334117,0.004602396376256941,0.01795700780254611,0.002095576742878304,0.0025235525696410055,0.023534312595488088,0.01609329388079406,0.004745175093012887
