,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.7571752548217774,0.14045669741554298,0.004588031768798828,0.0004884416113842353,0.1,"(21,)",1,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 1}",0.039843472073995016,0.03848895224518888,0.0367725812209925,0.03972798854688619,0.040530846484935434,0.03907142857142857,0.0013248324276977038,63,0.0395924568772902,0.03930677148472396,0.03669970533083311,0.039800107085489915,0.04067070995362112,0.03921395014639166,0.0013370893187787112
1,1.7038435459136962,0.6096634663913305,0.005785369873046875,0.000747984321516629,0.1,"(21,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 2}",0.1056563500533618,0.11012116892373486,0.11281685112459836,0.03972798854688619,0.11154949784791966,0.096,0.028202333588936243,58,0.10599696130127804,0.11077362872967661,0.10956335387088133,0.039800107085489915,0.11309311452015698,0.09584543310149658,0.028116354608303567
2,2.630766201019287,1.630548567027504,0.0059833526611328125,0.0006309774970084507,0.1,"(21,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 3}",0.1152614727854856,0.19636493228795437,0.1017493752231346,0.10200429491768075,0.1445480631276901,0.132,0.03578553209623735,56,0.11967110555009385,0.19045917455779882,0.10295562103759265,0.09726932000713903,0.14350695683196574,0.13077243559691804,0.033894389783941284
3,3.2465046882629394,3.4845213476350807,0.006980991363525391,0.0012615776009384666,0.1,"(21,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 4}",0.11953041622198506,0.31397006414825374,0.09639414494823277,0.11238367931281316,0.12769010043041606,0.15407142857142858,0.08071570263678624,55,0.11895611761551524,0.31552617473646594,0.09884811143852129,0.11449223630198108,0.1251337852301106,0.15459128506451886,0.08093563280396708
4,4.305088663101197,1.6046314547897043,0.008376455307006836,0.002791970133496274,0.1,"(21,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 5}",0.26823194592671645,0.2134711332858161,0.1870760442699036,0.20830350751610593,0.35294117647058826,0.24592857142857144,0.05972474412863843,51,0.27428724640271696,0.20761122029658746,0.1944816501473346,0.20953060860253436,0.35453085979307886,0.2480883170484504,0.060025270984076416
5,6.238730525970459,3.273563294504154,0.007180547714233399,0.002034653312040935,0.1,"(21,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 6}",0.2589825684809676,0.27619387027797576,0.38771867190289183,0.08840372226198998,0.415351506456241,0.2852857142857143,0.11558350661627784,49,0.25328447582447045,0.2848847596926925,0.3979819626752389,0.08718543637337141,0.4062611487691759,0.2859195566669898,0.11627678315579666
6,7.980865144729615,2.7884765714877253,0.006775665283203125,0.0017224535777724613,0.1,"(21,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 7}",0.4368552116684454,0.4294369208838204,0.4191360228489825,0.32677165354330706,0.44619799139167865,0.4117142857142857,0.04333182477587897,39,0.43793010992939496,0.43925317134179026,0.4391463523528886,0.32607531679457435,0.42855868712094186,0.41419272750791797,0.044238515862774525
7,6.92647500038147,3.623435836915591,0.007575607299804688,0.0031842708676903054,0.1,"(21,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 8}",0.48061188189256493,0.4643620812544547,0.26454837558014993,0.15855404438081602,0.47740315638450503,0.3692142857142857,0.13298635552127566,42,0.48109750647957816,0.4740932642487047,0.2610054469149031,0.16036052114938426,0.47172672136996074,0.3696566920325062,0.13368195378717895
8,6.095101690292358,4.10345622611567,0.00718073844909668,0.0014657134976431652,0.1,"(21,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 9}",0.527926004980434,0.12722736992159658,0.1702963227418779,0.4881889763779528,0.516857962697274,0.36592857142857144,0.1785104488735639,43,0.5290016980963447,0.12524566732177952,0.1698365925529065,0.485275745136534,0.5140920442383161,0.36469034946917617,0.17841617960761064
9,5.6267547607421875,2.896598512452928,0.010172462463378907,0.007501499534254427,0.1,"(21,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 10}",0.5506937033084311,0.533856022808268,0.17672259907176008,0.34753042233357195,0.5369440459110474,0.4292142857142857,0.14681779168809198,37,0.5537581553311288,0.5421654457745221,0.17894454862041254,0.3454399428877387,0.5359436318230467,0.43125034488736985,0.14784630362316725
10,8.790181159973145,3.4574567224735646,0.007180261611938477,0.0013226217621778104,0.1,"(21,)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (21,), 'ica__n_components': 11}",0.2632515119174671,0.5267284390591589,0.5619421635130311,0.5522548317823909,0.562051649928264,0.493,0.1158773544977904,32,0.26481365626955045,0.5337680900482401,0.5671934994195911,0.5574692129216491,0.5539600428112736,0.49544090029406085,0.11582602147223969
